n;PMID
8137;1570237
8138;1380024
8139;1341118
8140;1851492
8141;1906979
8142;2068351
8143;1985011
8144;1820695
8145;2668556
8146;2475437
8147;2928689
8148;2603616
8149;3175986
8150;3372079
8151;3152510
8152;3045258
8153;3223199
8154;3323440
8155;29545174
8156;27104815
8157;23390166
8158;22070747
8159;21391228
8160;19533812
8161;18769934
8162;16940525
8163;16830363
8164;12426626
8165;21670937
8166;9680793
8167;3006212
8168;4023557
8169;19009199
8170;3602826
8171;1238027
8172;27759798
8173;10347784
8174;30785512
8175;32294727
8176;3329761
8177;34076174
8178;12426612
8179;19287880
8180;594553
8181;14295779
8182;16809171
8183;3432622
8184;4327420
8185;31688848
8186;10810326
8187;6658300
8188;1342124
8189;22146876
8190;41179712
8191;29441690
8192;28792993
8193;11424126
8194;31576973
8195;8524071
8196;3938563
8197;31721973
8198;8236384
8199;14216649
8200;24627070
8201;6522954
8202;13548345
8203;7734708
8204;28902289
8205;22964295
8206;25860049
8207;28286007
8208;18039317
8209;13548344
8210;21894388
8211;3832375
8212;7662916
8213;3625173
8214;13462065
8215;1307426
8216;31460570
8217;8925315
8218;18821003
8219;11992162
8220;7948940
8221;13328601
8222;23681430
8223;11001254
8224;11370177
8225;2577009
8226;31596352
8227;22850956
8228;12471420
8229;7509300
8230;6404992
8231;25411006
8232;20852195
8233;8209164
8234;27759769
8235;7072704
8236;39570156
8237;23843009
8238;16830702
8239;20305957
8240;30386462
8241;31340366
8242;9460514
8243;12219127
8244;33564651
8245;11820107
8246;13459774
8247;30785526
8248;28658373
8249;13876527
8250;3869871
8251;31859952
8252;29160516
8253;15469065
8254;32286573
8255;11500760
8256;9163988
8257;22510828
8258;30133635
8259;26648362
8260;15152637
8261;40560189
8262;41141248
8263;21829975
8264;10030083
8265;120564
8266;20209224
8267;36383860
8268;12621668
8269;10435188
8270;31188912
8271;26503280
8272;41097053
8273;40964057
8274;40402087
8275;39842268
8276;39674401
8277;39268619
8278;39142508
8279;38941633
8280;38668294
8281;38590223
8282;38521650
8283;38515945
8284;38340792
8285;38235726
8286;38232512
8287;38148378
8288;38064537
8289;38059982
8290;37960203
8291;37871556
8292;37681859
8293;37677949
8294;37156661
8295;36560766
8296;36327489
8297;36312838
8298;35810090
8299;35786447
8300;35523684
8301;35437210
8302;34932531
8303;34684338
8304;34655924
8305;34516992
8306;34391702
8307;34353513
8308;34207116
8309;34085918
8310;34078320
8311;34020046
8312;33562990
8313;33531166
8314;33220464
8315;32956871
8316;32755142
8317;32673649
8318;32505597
8319;32459210
8320;32444248
8321;32138868
8322;31995346
8323;31895207
8324;31416707
8325;31373296
8326;31300217
8327;31283037
8328;31219474
8329;31184334
8330;31178294
8331;31146004
8332;31133490
8333;31113611
8334;31014748
8335;30975431
8336;30699280
8337;30600292
8338;30290691
8339;30076759
8340;30017344
8341;29779755
8342;29085221
8343;28809735
8344;28784893
8345;28649974
8346;28604562
8347;28535183
8348;28506795
8349;28487049
8350;27527894
8351;27485995
8352;26973383
8353;26955890
8354;26880421
8355;26630456
8356;26572872
8357;26530874
8358;26436350
8359;26256891
8360;26239169
8361;26167072
8362;26093993
8363;26093271
8364;26002202
8365;25983318
8366;25982600
8367;25938843
8368;25913248
8369;25578686
8370;25536646
8371;25536638
8372;25514308
8373;25455496
8374;25393868
8375;25125054
8376;25007981
8377;24927618
8378;24756008
8379;24690075
8380;24558224
8381;24519378
8382;24051042
8383;24048164
8384;23921686
8385;23628170
8386;23472850
8387;23435082
8388;23312986
8389;23268174
8390;23224093
8391;22865805
8392;22763150
8393;22727694
8394;22622315
8395;22519221
8396;22481456
8397;22217522
8398;22116161
8399;22014261
8400;21877072
8401;21875376
8402;21724485
8403;21651700
8404;21575670
8405;21455331
8406;21301011
8407;21110941
8408;20959189
8409;20714005
8410;20703313
8411;20959256
8412;20553648
8413;20423771
8414;20422055
8415;20403456
8416;20388537
8417;20183232
8418;19825397
8419;19542932
8420;19502661
8421;19463946
8422;19269346
8423;19160207
8424;18956550
8425;18812010
8426;18753990
8427;18677845
8428;18547675
8429;18506925
8430;18376374
8431;18030212
8432;18007555
8433;18007553
8434;17900246
8435;17729409
8436;17697012
8437;17685204
8438;17613361
8439;17542282
8440;17542281
8441;17519838
8442;17465474
8443;17372044
8444;17221268
8445;17217533
8446;17151583
8447;17151582
8448;17106925
8449;17060885
8450;17060880
8451;17060874
8452;17037794
8453;17037789
8454;17037788
8455;16981285
8456;16967451
8457;16928215
8458;16790086
8459;16764700
8460;16617007
8461;16432494
8462;16393623
8463;16380321
8464;16380320
8465;16194549
8466;16184632
8467;16177662
8468;15955329
8469;15798664
8470;15798659
8471;15755422
8472;15731908
8473;15728919
8474;15698409
8475;15698404
8476;15679631
8477;15587298
8478;15532820
8479;15505594
8480;15280803
8481;15208036
8482;15172219
8483;15127644
8484;15125331
8485;15115975
8486;15115965
8487;14699911
8488;12783310
8489;12712851
8490;12712845
8491;12712843
8492;12655786
8493;12518854
8494;12499996
8495;12389150
8496;12132323
8497;12036021
8498;11857071
8499;11578761
8500;11464613
8501;11295252
8502;11195963
8503;11164815
8504;11124055
8505;11070304
8506;11070300
8507;11070250
8508;10935913
8509;10683245
8510;10371059
8511;10329349
8512;10204316
8513;9790199
8514;9650324
8515;9618997
8516;9528300
8517;9504075
8518;9493820
8519;9438756
8520;9362348
8521;9346789
8522;9291641
8523;9380978
8524;9250535
8525;9145447
8526;9110135
8527;9033095
8528;9033090
8529;9033077
8530;9033076
8531;9033074
8532;8962284
8533;9132892
8534;9102787
8535;9102751
8536;8773910
8537;8742651
8538;8606631
8539;8679834
8540;8546039
8541;8552877
8542;7782557
8543;7698681
8544;8845666
8545;8845660
8546;8845644
8547;7777718
8548;7716367
8549;8196550
8550;8019112
8551;7785402
8552;8110407
8553;8288134
8554;8235134
8555;8486311
8556;8392094
8557;8467953
8558;7747027
8559;7747026
8560;7747025
8561;7747020
8562;8381503
8563;1448886
8564;1308615
8565;1340328
8566;1340306
8567;1310704
8568;1779303
8569;1810014
8570;1866670
8571;1844108
8572;1828860
8573;2014135
8574;1819971
8575;1788322
8576;2091192
8577;1706530
8578;19256158
8579;19256147
8580;19256146
8581;19256144
8582;19256129
8583;19256126
8584;2175213
8585;2137807
8586;2136508
8587;2136472
8588;3287167
8589;3368028
8590;2890182
8591;34926704
8592;31122880
8593;29033194
8594;28381192
8595;25454901
8596;24379627
8597;20594261
8598;20416126
8599;19889106
8600;19878580
8601;18705752
8602;18404532
8603;17828713
8604;16958060
8605;3225873
8606;40617343
8607;40495470
8608;39509320
8609;39298125
8610;39260814
8611;39223160
8612;39204261
8613;39177865
8614;39125751
8615;39033039
8616;38920644
8617;38676876
8618;38621424
8619;38537242
8620;38526149
8621;38303421
8622;38102014
8623;37759286
8624;37687111
8625;37259088
8626;37088420
8627;36973122
8628;36707137
8629;36283065
8630;36115576
8631;35727646
8632;35643922
8633;35451561
8634;35257809
8635;34998726
8636;34934209
8637;34739596
8638;34717895
8639;34481957
8640;34419410
8641;34369380
8642;34168407
8643;34106192
8644;33932406
8645;33824880
8646;33757399
8647;33585267
8648;33547775
8649;33233564
8650;33187768
8651;33122104
8652;32897266
8653;32890753
8654;32858226
8655;32753005
8656;32532534
8657;32299682
8658;32299261
8659;32053633
8660;31618621
8661;31575476
8662;31552788
8663;31545063
8664;31526632
8665;31312848
8666;31195778
8667;31175055
8668;31122787
8669;30970533
8670;30745133
8671;30552063
8672;30406037
8673;30314710
8674;30292583
8675;30197011
8676;30079329
8677;29974779
8678;29773440
8679;29681633
8680;29513300
8681;29471591
8682;29185982
8683;29163752
8684;29055930
8685;28867467
8686;28841231
8687;28802065
8688;28754542
8689;28740570
8690;28611269
8691;28590037
8692;28473062
8693;28448553
8694;28438363
8695;28431757
8696;28347162
8697;28209723
8698;27740534
8699;27740524
8700;27466057
8701;27298556
8702;27249527
8703;27239105
8704;27236154
8705;26949192
8706;26943833
8707;26342512
8708;26073129
8709;25864224
8710;25792461
8711;25757447
8712;25354056
8713;25332275
8714;25332273
8715;24944496
8716;24927611
8717;24857421
8718;24819982
8719;24717680
8720;24326379
8721;24218177
8722;23971389
8723;23866966
8724;23840919
8725;23522316
8726;23351454
8727;23234750
8728;23200021
8729;22947532
8730;22709007
8731;22332957
8732;22301026
8733;22228884
8734;22213537
8735;22211361
8736;22074573
8737;22056511
8738;21911896
8739;21707680
8740;21677338
8741;21613433
8742;21331263
8743;21301006
8744;21189654
8745;21167101
8746;21164568
8747;21155843
8748;20922421
8749;20714010
8750;20713989
8751;20692485
8752;20959257
8753;20959245
8754;20959221
8755;20609302
8756;20571138
8757;20459380
8758;20353607
8759;20141653
8760;19770681
8761;19760997
8762;19646209
8763;19353255
8764;19263672
8765;19221538
8766;19160244
8767;19133194
8768;19096458
8769;18937212
8770;18714596
8771;18626436
8772;18507066
8773;18433070
8774;18007550
8775;17952619
8776;17823541
8777;17728907
8778;17685198
8779;17633804
8780;17613351
8781;17593605
8782;17541932
8783;17471870
8784;17429801
8785;17297429
8786;17297428
8787;17164552
8788;17151577
8789;17058978
8790;17022311
8791;16881198
8792;16875519
8793;16807514
8794;16640561
8795;16624645
8796;16619534
8797;16524065
8798;16488110
8799;16484128
8800;16474992
8801;16432497
8802;16164129
8803;16145939
8804;16023789
8805;15918068
8806;15853930
8807;15759790
8808;15757160
8809;15698410
8810;15641210
8811;15449316
8812;15337856
8813;15328476
8814;15280811
8815;15257250
8816;15193062
8817;15125330
8818;15115964
8819;15115963
8820;15115958
8821;15114297
8822;15094706
8823;15057751
8824;15043345
8825;15033544
8826;15019144
8827;15009028
8828;14968476
8829;14652741
8830;14647403
8831;14503564
8832;12940094
8833;12841646
8834;12718445
8835;12712860
8836;12712849
8837;12712848
8838;12685225
8839;12514950
8840;12445421
8841;12063963
8842;11986000
8843;11750084
8844;11688892
8845;11574291
8846;11496708
8847;11479899
8848;11460894
8849;11441839
8850;11440791
8851;11344824
8852;11343330
8853;11298771
8854;11199849
8855;11131453
8856;11077318
8857;11070243
8858;11070242
8859;11070200
8860;10903600
8861;10780744
8862;10334458
8863;10228842
8864;10068721
8865;9952240
8866;9830326
8867;9672174
8868;9501845
8869;9480532
8870;9480531
8871;9480529
8872;9261861
8873;9304222
8874;9471665
8875;9229751
8876;9033088
8877;9033073
8878;8936557
8879;9072789
8880;8915688
8881;9102743
8882;8633591
8883;8919179
8884;8525132
8885;7481451
8886;7481447
8887;7806833
8888;7716366
8889;7973144
8890;7916474
8891;8309989
8892;7505877
8893;8259034
8894;8383195
8895;8442869
8896;8475035
8897;1362466
8898;1488581
8899;1308299
8900;1595838
8901;1319613
8902;1439316
8903;1308616
8904;1440779
8905;1340295
8906;1340289
8907;1810011
8908;1818372
8909;1769605
8910;1947623
8911;1847733
8912;2091189
8913;2391066
8914;2167906
8915;1975258
8916;19256150
8917;2362603
8918;2267454
8919;2153323
8920;2136509
8921;2136478
8922;1980558
8923;2925170
8924;2548940
8925;2461410
8926;29383608
8927;26135398
8928;25783527
8929;19914391
8930;18797412
8931;17696931
8932;17042487
8933;41044745
8934;40680985
8935;40483492
8936;40141205
8937;39943801
8938;39436429
8939;39204251
8940;39011654
8941;38972165
8942;38852781
8943;38850777
8944;38600006
8945;38507306
8946;38294590
8947;38266675
8948;38096876
8949;38083799
8950;37933945
8951;37890722
8952;37844417
8953;37833135
8954;37678138
8955;37528633
8956;37353925
8957;37227557
8958;37213397
8959;37176094
8960;37146133
8961;36826975
8962;36371076
8963;35944119
8964;35786449
8965;35550187
8966;35443720
8967;35350055
8968;35000870
8969;34762620
8970;34757033
8971;34665162
8972;34641286
8973;34383828
8974;34138828
8975;33947641
8976;33771537
8977;33548353
8978;33373968
8979;33267593
8980;32986530
8981;32963382
8982;32818458
8983;32592918
8984;32553772
8985;32514648
8986;32301061
8987;32294260
8988;32144553
8989;31874267
8990;31838027
8991;31740166
8992;31735347
8993;31578013
8994;31576486
8995;31506216
8996;31389060
8997;31387195
8998;31275999
8999;31079995
9000;31053541
9001;31036453
9002;30600305
9003;30226638
9004;30201693
9005;29849889
9006;29685743
9007;29528865
9008;29382475
9009;29358564
9010;29214184
9011;29190873
9012;29131710
9013;29039539
9014;28792071
9015;28771523
9016;28408059
9017;28225927
9018;27992438
9019;27876112
9020;27812602
9021;27792710
9022;27688656
9023;27279355
9024;26845608
9025;26829202
9026;26298450
9027;26090455
9028;25982609
9029;25950997
9030;25864228
9031;25663761
9032;25536641
9033;25458240
9034;25356040
9035;25226844
9036;25152995
9037;25071907
9038;25063902
9039;24860808
9040;24822193
9041;24756021
9042;24717526
9043;24552866
9044;24552857
9045;24512371
9046;24378268
9047;24140559
9048;24041080
9049;24041047
9050;24008378
9051;23867207
9052;23813141
9053;23764483
9054;23742732
9055;23559487
9056;23467024
9057;23282259
9058;23265424
9059;23214353
9060;23197198
9061;22947534
9062;22544664
9063;22481447
9064;22381741
9065;22345342
9066;22290316
9067;22266120
9068;22228886
9069;22228881
9070;22228879
9071;22222821
9072;22188960
9073;22110380
9074;21911886
9075;21866789
9076;21839003
9077;21722414
9078;21677330
9079;21533671
9080;21376259
9081;21360558
9082;21349978
9083;22423581
9084;21155009
9085;20957817
9086;20849643
9087;20959258
9088;20959214
9089;20604834
9090;20596848
9091;20412797
9092;20308725
9093;20227265
9094;20145537
9095;20138867
9096;20082881
9097;20009139
9098;19960257
9099;19891016
9100;19881519
9101;19858010
9102;19842223
9103;19811613
9104;19666314
9105;19663087
9106;19543653
9107;19437403
9108;19141839
9109;19120254
9110;19043959
9111;18956554
9112;18789597
9113;18662078
9114;18626905
9115;18626430
9116;18445764
9117;18402214
9118;18397917
9119;18277499
9120;17969842
9121;17966118
9122;17592891
9123;17471865
9124;17471863
9125;17471861
9126;17471855
9127;17403182
9128;17362925
9129;17359907
9130;17346458
9131;17336295
9132;17297434
9133;17198068
9134;17076927
9135;17063781
9136;17060879
9137;17060878
9138;16881224
9139;16881222
9140;16829063
9141;16713212
9142;16705756
9143;16632438
9144;16534725
9145;16531967
9146;16507276
9147;16481155
9148;16332368
9149;16283410
9150;16259635
9151;16177660
9152;16170963
9153;16170961
9154;16138701
9155;16010247
9156;16010243
9157;15968502
9158;15949702
9159;15754747
9160;15267108
9161;15257247
9162;15215052
9163;15157027
9164;15127649
9165;15118578
9166;15114296
9167;15041898
9168;15013784
9169;14752497
9170;14702932
9171;14696111
9172;14558975
9173;12919728
9174;12895266
9175;12835519
9176;12712865
9177;12712858
9178;12712854
9179;12712852
9180;12700008
9181;12666154
9182;12623112
9183;12560921
9184;12511027
9185;12352220
9186;12198690
9187;12066431
9188;12065145
9189;12027520
9190;11833619
9191;11584363
9192;11464602
9193;11403738
9194;11070246
9195;11070245
9196;11070241
9197;11070240
9198;10721603
9199;10697675
9200;10344543
9201;10229924
9202;10068765
9203;9887550
9204;9829367
9205;9674964
9206;9651927
9207;9410808
9208;9380992
9209;9294961
9210;9211563
9211;9698942
9212;9412137
9213;9041381
9214;9033108
9215;9033082
9216;9226686
9217;8840453
9218;8694814
9219;8678206
9220;8656039
9221;9363268
9222;8948787
9223;8948770
9224;8583082
9225;7557537
9226;7646558
9227;7664939
9228;7623222
9229;7612058
9230;7536923
9231;7881151
9232;7721251
9233;7882192
9234;7940562
9235;7892629
9236;8031847
9237;8024091
9238;7716362
9239;8091096
9240;7913103
9241;8112530
9242;8405651
9243;8165399
9244;8047733
9245;8352821
9246;8346990
9247;1439308
9248;1312801
9249;1556427
9250;1340283
9251;1818366
9252;19256155
9253;19256154
9254;19256148
9255;19256127
9256;2101506
9257;2139883
9258;2136491
9259;2103691
9260;2532014
9261;2543879
9262;3230245
9263;3262079
9264;3398694
9265;3319453
9266;2823005
9267;2888804
9268;34830348
9269;33872793
9270;33562440
9271;33377261
9272;29469038
9273;28796788
9274;26337276
9275;25842354
9276;23941979
9277;22899499
9278;16827750
9279;16459053
9280;7581341
9281;22716014
9282;3929438
9283;41109146
9284;41005263
9285;40865288
9286;40806538
9287;40467400
9288;40053146
9289;39892504
9290;39599839
9291;39591900
9292;39273394
9293;39012002
9294;38764763
9295;38491051
9296;38339037
9297;38224996
9298;38064310
9299;38008698
9300;37544282
9301;37164800
9302;37103074
9303;37094243
9304;36975144
9305;36973120
9306;36964979
9307;36938618
9308;36671561
9309;36327478
9310;36179798
9311;36100211
9312;35857013
9313;35763028
9314;35225712
9315;34904416
9316;34794922
9317;34768791
9318;34271317
9319;34232226
9320;34116963
9321;34063915
9322;34061383
9323;34052403
9324;33972118
9325;33966917
9326;33845124
9327;32854952
9328;32713955
9329;32712171
9330;32592870
9331;32415557
9332;32317149
9333;32225112
9334;32219551
9335;31967618
9336;33877114
9337;31836274
9338;31564473
9339;31262552
9340;31183386
9341;31173272
9342;31167745
9343;31147180
9344;31103375
9345;30979831
9346;30875780
9347;30777419
9348;30671467
9349;30643808
9350;30561898
9351;30526986
9352;30251285
9353;30145573
9354;29931984
9355;29754940
9356;29681644
9357;29441831
9358;29352675
9359;29311402
9360;29099687
9361;29066246
9362;28706418
9363;28501971
9364;28231731
9365;28105429
9366;28074118
9367;28027870
9368;27927070
9369;27716762
9370;27616150
9371;27603892
9372;26920214
9373;26851372
9374;26845593
9375;26773315
9376;26769523
9377;26746600
9378;26640402
9379;26589970
9380;26573293
9381;26431820
9382;26384597
9383;26290028
9384;26189761
9385;26144270
9386;26118779
9387;26091564
9388;26090442
9389;25946253
9390;25852266
9391;25852135
9392;25747732
9393;25732900
9394;25536640
9395;25438870
9396;25393946
9397;25314192
9398;25246723
9399;25189894
9400;24943111
9401;24616574
9402;24483054
9403;24306431
9404;24041078
9405;24041077
9406;23903851
9407;23664429
9408;23396736
9409;23388162
9410;23293205
9411;23181275
9412;23109464
9413;22939496
9414;22808859
9415;22700641
9416;22690533
9417;22581331
9418;22531242
9419;22513301
9420;22291063
9421;22228885
9422;22228883
9423;22228882
9424;22228880
9425;22110386
9426;22033424
9427;21959302
9428;21923234
9429;21794781
9430;21761501
9431;21745289
9432;21677334
9433;21284670
9434;21169105
9435;21122261
9436;20824832
9437;20713998
9438;20959247
9439;20959246
9440;20526014
9441;20524983
9442;20416104
9443;19878552
9444;19827016
9445;19502658
9446;19496191
9447;19452576
9448;19398917
9449;19221536
9450;19137438
9451;19095429
9452;19034238
9453;19034232
9454;18811677
9455;18792669
9456;18758417
9457;18753997
9458;18626428
9459;18376365
9460;18314689
9461;18220731
9462;17786145
9463;17519836
9464;17469413
9465;17393424
9466;17297433
9467;17288606
9468;17241646
9469;17171220
9470;17151578
9471;17140052
9472;17103459
9473;17061481
9474;17060873
9475;17037795
9476;17024356
9477;16937761
9478;16886770
9479;16881220
9480;16647512
9481;16647055
9482;16629727
9483;16580038
9484;16397759
9485;16368494
9486;16177661
9487;16126507
9488;16082419
9489;16023763
9490;15966229
9491;15795092
9492;15769481
9493;15757152
9494;15596293
9495;15546256
9496;15491543
9497;15464230
9498;15280812
9499;15280808
9500;15160287
9501;15115974
9502;15115957
9503;15094707
9504;15041899
9505;14984834
9506;14748853
9507;14741775
9508;14702938
9509;12923366
9510;12844256
9511;12712864
9512;12712859
9513;12653056
9514;12172578
9515;11958565
9516;11852265
9517;11502367
9518;11432097
9519;11411202
9520;11115336
9521;11070233
9522;11070232
9523;11068084
9524;11055111
9525;10614142
9526;10403764
9527;10372657
9528;10371060
9529;9751083
9530;9570697
9531;9362096
9532;9480520
9533;9200766
9534;9303876
9535;9471662
9536;9078581
9537;9067483
9538;9436222
9539;9197402
9540;9008269
9541;9092084
9542;9102744
9543;8992607
9544;8966190
9545;8948789
9546;8948708
9547;8584813
9548;7729472
9549;7569362
9550;7569361
9551;8580671
9552;7770639
9553;7899740
9554;7709128
9555;8080058
9556;7973154
9557;7716369
9558;8091095
9559;8042330
9560;7926421
9561;8377598
9562;8323083
9563;8441960
9564;8096469
9565;1466773
9566;1466772
9567;1308300
9568;1728065
9569;1544561
9570;1384751
9571;1340296
9572;1340287
9573;1840160
9574;1818375
9575;1877735
9576;1999324
9577;1866492
9578;19256159
9579;19256149
9580;19256145
9581;19256143
9582;19256130
9583;2368881
9584;2131774
9585;2305063
9586;2291066
9587;2291061
9588;2236978
9589;2136488
9590;2136483
9591;2136477
9592;2136476
9593;2565925
9594;2705286
9595;2515538
9596;3337207
9597;3257306
9598;2891154
9599;2824236
9600;27867096
9601;27076759
9602;27049496
9603;26238033
9604;25445350
9605;25190601
9606;21919917
9607;20423777
9608;19811438
9609;19552960
9610;19189315
9611;18992716
9612;18652820
9613;18606868
9614;18393288
9615;18241317
9616;8983357
9617;53013
9618;16906283
9619;173600
9620;34730318
9621;20721493
9622;2861524
9623;10078380
9624;10344647
9625;23828009
9626;9921363
9627;30171810
9628;29152487
9629;29340458
9630;26910453
9631;12048555
9632;22930044
9633;1909455
9634;6624198
9635;15049084
9636;4023558
9637;27783693
9638;24322195
9639;17401498
9640;18660998
9641;22510826
9642;19535762
9643;8768583
9644;22930043
9645;32267299
9646;8734852
9647;3916139
9648;731225
9649;25271466
9650;18853003
9651;7768415
9652;41124532
9653;7506446
9654;1312660
9655;32355844
9656;10751897
9657;35308477
9658;22836573
9659;2629767
9660;32603057
9661;2490973
9662;3346034
9663;30540079
9664;28977176
9665;10881112
9666;3149388
9667;32362966
9668;16501772
9669;31749914
9670;39846638
9671;12325486
9672;33237214
9673;19669064
9674;17639189
9675;25099056
9676;8310267
9677;12172568
9678;26486287
9679;18725549
9680;17572804
9681;8551946
9682;32785524
9683;17187117
9684;22415261
9685;18097499
9686;29846445
9687;6284288
9688;27382798
9689;19227710
9690;27438424
9691;25602627
9692;165548
9693;7409941
9694;8524053
9695;9293092
9696;29412389
9697;29236927
9698;25076431
9699;17072461
9700;16410888
9701;32578715
9702;7211130
9703;3497564
9704;31460658
9705;25715143
9706;9800741
9707;11285495
9708;6410562
9709;1343895
9710;23752645
9711;6545568
9712;20521407
9713;32453768
9714;1155697
9715;21221480
9716;34312112
9717;34909850
9718;27074254
9719;11793947
9720;8966307
9721;26017077
9722;23440108
9723;17187118
9724;16021297
9725;12219125
9726;37792766
9727;27982290
9728;22124917
9729;12386694
9730;12244357
9731;6954127
9732;3151109
9733;34171418
9734;11235241
9735;33111905
9736;20512243
9737;20027460
9738;19918691
9739;18797761
9740;9698834
9741;19876562
9742;19180340
9743;19169585
9744;7695818
9745;23982095
9746;15264044
9747;26379885
9748;9460258
9749;24474229
9750;24346678
9751;20209338
9752;19055835
9753;16862317
9754;8734855
9755;21181037
9756;6497704
9757;1236060
9758;665695
9759;12058666
9760;7283003
9761;37510432
9762;30304275
9763;41098324
9764;40482522
9765;40251550
9766;40220972
9767;39982239
9768;39903324
9769;39777244
9770;39746600
9771;39709139
9772;39699381
9773;39681797
9774;39673101
9775;39631457
9776;39608222
9777;39599825
9778;39510857
9779;39459965
9780;39174588
9781;39174006
9782;39113634
9783;39098143
9784;39045958
9785;39009114
9786;38969610
9787;38958371
9788;38862365
9789;38811021
9790;38757848
9791;38733689
9792;38723454
9793;38528684
9794;38515402
9795;38407882
9796;38101597
9797;37909650
9798;37860953
9799;37833826
9800;37817259
9801;37657959
9802;37644671
9803;37638494
9804;37633046
9805;37550267
9806;37451060
9807;37380108
9808;37255062
9809;37048049
9810;36963881
9811;36917843
9812;36896840
9813;36841673
9814;36799682
9815;36535332
9816;36528724
9817;36424905
9818;36367358
9819;36159250
9820;36146762
9821;36114565
9822;36107601
9823;36077593
9824;36052686
9825;35944260
9826;35914860
9827;35802529
9828;35760627
9829;35753819
9830;35717257
9831;35680525
9832;35610169
9833;35537877
9834;35332932
9835;35170711
9836;35094004
9837;34941096
9838;34902582
9839;34864459
9840;34800258
9841;34728228
9842;34724308
9843;34694272
9844;34669894
9845;34644774
9846;34625365
9847;34600143
9848;34563518
9849;34561922
9850;34527745
9851;34526231
9852;34454690
9853;34450059
9854;34350816
9855;34347205
9856;34237060
9857;34163109
9858;34144256
9859;34111475
9860;34023469
9861;33987144
9862;33986322
9863;33860505
9864;33834322
9865;33793830
9866;33766729
9867;33689134
9868;33689039
9869;33677536
9870;33661244
9871;33618959
9872;33573853
9873;33560682
9874;33560654
9875;33509141
9876;33503148
9877;33446446
9878;33435966
9879;33435755
9880;33397263
9881;33389350
9882;33382349
9883;33331427
9884;33250231
9885;33220801
9886;33165892
9887;33155389
9888;33141008
9889;33115387
9890;33098831
9891;33090332
9892;33090087
9893;33022802
9894;33001296
9895;32948960
9896;32941782
9897;32914723
9898;32914468
9899;32795656
9900;32732064
9901;32701564
9902;32616323
9903;32585589
9904;32537670
9905;32533951
9906;32527652
9907;32484861
9908;32471480
9909;32433844
9910;32387197
9911;32311519
9912;32217009
9913;32204897
9914;32185517
9915;32173140
9916;32151106
9917;32146013
9918;32132753
9919;32130358
9920;32107058
9921;32079143
9922;31982344
9923;31965583
9924;31912515
9925;31910791
9926;31869775
9927;31836424
9928;31792921
9929;31780860
9930;31731318
9931;31715525
9932;31715124
9933;31711914
9934;31644781
9935;31542220
9936;31537508
9937;31429797
9938;31399876
9939;31344356
9940;31336404
9941;31307583
9942;31279653
9943;31214551
9944;31151874
9945;31143331
9946;30942299
9947;30851181
9948;30706877
9949;30663895
9950;30637644
9951;30496866
9952;30409960
9953;30403608
9954;30402508
9955;30300925
9956;30241218
9957;30220012
9958;30075551
9959;30049478
9960;30046591
9961;30013913
9962;29974944
9963;29963759
9964;29948358
9965;29944996
9966;29906601
9967;29883474
9968;29751148
9969;29675993
9970;29661434
9971;29641783
9972;29641674
9973;29611198
9974;29564700
9975;29561938
9976;29534516
9977;29460791
9978;29454806
9979;29448312
9980;29446468
9981;29406428
9982;29386047
9983;29383720
9984;29303884
9985;29283447
9986;29279271
9987;29216680
9988;29176797
9989;29171026
9990;29045346
9991;29016246
9992;28977233
9993;28977116
9994;28966070
9995;28946170
9996;28943392
9997;28889961
9998;28884240
9999;28811709
10000;28800033
